slug,status,metrics_source,n_presencias,n_background,n_predictores,threshold_maxTSS,tss_at_maxTSS,threshold_p10,ens_auc_roc,ens_auc_pr,ens_tss,ens_f1,ens_brier_score,ens_calib_slope,ens_calib_intercept,ens_boyce_index,ens_or10,tss_ensemble_mean,tss_ensemble_std,auc_ensemble_mean,auc_ensemble_std,mess_mess_mean,mess_mess_min,mess_mess_pct_extrapolation,mess_n_mess_points,algo_sd_mean,algo_sd_median,binary_agreement_mean,binary_agreement_unanimous_pct,glm_tss,glm_auc_roc,gam_tss,gam_auc_roc,rf_tss,rf_auc_roc,gbm_tss,gbm_auc_roc,maxent_tss,maxent_auc_roc,glm_auc_pr,glm_f1,gam_auc_pr,gam_f1,rf_auc_pr,rf_f1,gbm_auc_pr,gbm_f1,maxent_auc_pr,maxent_f1,tss_glm_mean,tss_glm_std,auc_glm_mean,auc_glm_std,tss_gam_mean,tss_gam_std,auc_gam_mean,auc_gam_std,tss_rf_mean,tss_rf_std,auc_rf_mean,auc_rf_std,tss_gbm_mean,tss_gbm_std,auc_gbm_mean,auc_gbm_std,tss_maxent_mean,tss_maxent_std,auc_maxent_mean,auc_maxent_std,mess_mess_max,binary_agreement_max_possible
pleurophora_pungens,ok,spatial_cv_oof,56,19301,5,0.30665383752837166,0.35693561399483364,0.3137131679462194,,,0.35693561399483364,0.5,,,,0.7724157233558068,0.6428571428571429,0.33372870746851635,0.07081388516726006,0.8407091332268855,0.04147417173467666,2.1604900061190957,-45.46889757463658,27.82972568063233,19357,0.012399407683057459,0.00028626061888919357,0.01312186805806685,0.0,0.7136797131162709,,0.7105710658959197,,0.683009577594055,,0.6656705426069709,,0.6776860192292036,,,0.049019607843137254,,0.04746835443037975,,0.22033898305084745,,0.22157434402332363,,0.02001510574018127,0.0,0.0,0.8039214467596394,0.03393193725422783,0.3339940458145807,0.07083615107773866,0.8480454904615046,0.04243947249973101,0.23954325334825766,0.02361464138858438,0.8056734642378037,0.1028295167414498,0.25293523064397827,0.00997959165727802,0.7242322236231793,0.16822321714977662,0.5129916632629649,0.25007684096170857,0.8439215843285597,0.038168443576826305,28.57142857142857,5.0
