slug,status,metrics_source,n_presencias,n_background,n_predictores,threshold_maxTSS,tss_at_maxTSS,threshold_p10,ens_auc_roc,ens_auc_pr,ens_tss,ens_f1,ens_brier_score,ens_calib_slope,ens_calib_intercept,ens_boyce_index,ens_or10,tss_ensemble_mean,tss_ensemble_std,auc_ensemble_mean,auc_ensemble_std,mess_mess_mean,mess_mess_min,mess_mess_pct_extrapolation,mess_n_mess_points,algo_sd_mean,algo_sd_median,binary_agreement_mean,binary_agreement_unanimous_pct,glm_tss,glm_auc_roc,gam_tss,gam_auc_roc,rf_tss,rf_auc_roc,gbm_tss,gbm_auc_roc,maxent_tss,maxent_auc_roc,glm_auc_pr,glm_f1,gam_auc_pr,gam_f1,rf_auc_pr,rf_f1,gbm_auc_pr,gbm_f1,maxent_auc_pr,maxent_f1,tss_glm_mean,tss_glm_std,auc_glm_mean,auc_glm_std,tss_gam_mean,tss_gam_std,auc_gam_mean,auc_gam_std,tss_rf_mean,tss_rf_std,auc_rf_mean,auc_rf_std,tss_gbm_mean,tss_gbm_std,auc_gbm_mean,auc_gbm_std,tss_maxent_mean,tss_maxent_std,auc_maxent_mean,auc_maxent_std,mess_mess_max,binary_agreement_max_possible
atriplex_semibaccata,ok,spatial_cv_oof,1054,9494,8,0.3314018085584316,0.7690483832993094,0.5123400469684765,0.9777515530631751,0.8106857031165755,0.7690483832993094,0.7890514393581878,0.03568973159463766,0.9176979229604175,0.13251523506686758,0.8526315789473684,0.4146110056925996,0.7172951247199058,0.10745715925326894,0.9699367034601863,0.015764323245082566,-25.906875909047386,-252.758942447166,45.90443686006826,10548,0.052888546750837505,0.009985530016106785,0.4713689799014031,3.8490709139173305,0.7379691318076054,0.9160078731438891,0.8745043808753277,0.9762519541953792,0.8629133190681899,0.9771420599607703,0.8749304964006028,0.9804171235283325,0.8638596872727766,0.9704823060125061,0.4482411489440288,0.5262002743484225,0.7749835671604642,0.7365690996665432,0.7995162577342776,0.7188068388504911,0.8425007021317179,0.7259528130671506,0.7315251760116405,0.725,0.43455968407148243,0.17050095036459628,0.9094194884192053,0.036793873394625545,0.7138895557473328,0.1156102817173165,0.9720940418486075,0.011193574478697853,0.648195888728899,0.0875992140365937,0.9715551928542381,0.012549240949597272,0.7518328185652531,0.12189833340811615,0.9760177382103136,0.008290667470640025,0.5506873537091568,0.13005579571203113,0.9656346020095699,0.013394937978165959,51.61290322580645,5.0
cumulopuntia_sphaerica,ok,spatial_cv_oof,135,9656,7,0.2955813948493864,0.668481696277885,0.4003289720376281,,,0.668481696277885,0.65,,,,0.6777406745680835,0.5259259259259259,0.4639133536806132,0.4288777152484134,0.8135020310385164,0.30502125911712613,4.380486673870261,-8.2888550032468,7.088142171381881,9791,0.012240049557728049,0.00015487029692103364,0.05402921049943826,0.12256153610458584,0.8952276841879163,,0.8611011384209397,,0.8547186167111602,,0.8245604345024393,,0.8435177513885055,,,0.330749354005168,,0.2463627546071775,,0.33424657534246577,,0.5170068027210885,,0.575682382133995,0.4112804402636682,0.3795343884680495,0.8263816491051382,0.27724524405388695,0.4042934480775753,0.3870668820889913,0.8351098270605314,0.24848355486468518,0.3043362068541827,0.4067944726393882,0.779963041105582,0.23719915665577881,0.3855382363397176,0.3936759162297321,0.80426415611488,0.18991392083814299,0.5033596905953736,0.4412817414843798,0.862857135845633,0.17524669854777478,62.22222222222222,5.0
encelia_canescens,ok,spatial_cv_oof,271,9437,8,0.3387496381375848,0.8596538630428161,0.6815534771425316,,,0.8596538630428161,0.8650646950092421,,,,0.8883039364562715,0.3210332103321033,0.7439845627852182,0.30983402391993325,0.9966543725321599,0.004157738745427492,-15.397840066286282,-137.11052010828848,39.74042027194067,9708,0.012461255955738963,7.454062277973937e-05,0.12865677791512156,1.8335393489905232,0.9653558048773241,,0.9463382532521945,,0.9810884142538576,,0.9637663166925194,,0.9210565932087209,,,0.8103975535168195,,0.721763085399449,,0.8743882544861338,,0.7922272047832586,,0.7492625368731564,0.8928017830767736,0.09389385085018584,0.9939761669358327,0.005667361584472768,0.7341202283659096,0.25670053639191415,0.993272922287593,0.006222082788714388,0.6366221666827165,0.29786850340737453,0.9962164989051603,0.0031766024532991744,0.7160379457656283,0.29431879219445334,0.9920534094383616,0.0051806742475059946,0.5843581167529486,0.2861466702925597,0.9826033046393844,0.020985814073300413,33.94833948339483,5.0
eulychnia_acida,ok,spatial_cv_oof,150,9539,7,0.5004933556105564,0.0,0.7609160550752223,,,0.0,0.0,,,,,1.0,0.0,0.0,0.16155461336563698,0.0,-107.14742201184023,-694.9895430555216,47.97192692744349,9689,,,0.0,0.0,0.0,,0.8320578677010169,,0.0,,0.8269210609078521,,0.0,,,0.0,,0.15772870662460567,,0.0,,0.15376729882111737,,0.0,0.0,0.0,,,0.0,0.0,0.16155461336563698,0.0,0.0,0.0,,,0.0,0.0,0.5,0.0,0.0,0.0,,,44.0,5.0
krameria_cistoidea,ok,spatial_cv_oof,223,9431,8,0.0584190633267187,0.05838868382250495,0.6442101404685134,,,0.05838868382250495,0.08767123287671233,,,,-0.78969246589249,1.0,0.0025426482901340086,0.023351896845047293,0.8555586718735451,0.07045288882009659,-20.811229459803762,-201.93927261649486,46.0638077480837,9654,0.009911207558350245,0.0007627651135324752,0.03190387404184794,0.020716801325875285,0.8169247206403081,,0.7022276026062317,,0.6099035097020464,,0.6105397094687732,,0.8898889408224857,,,0.21188878235858102,,0.13827468078480223,,0.10812121212121212,,0.10827870842437484,,0.3438485804416404,-0.013583815028901713,0.013583815028901713,0.8575093809498884,0.08006287338537166,-0.00793010792551091,0.005364689762350328,0.7819428267244992,0.16140977443157006,-0.0040462427745665,0.0040462427745665,0.7273188344924406,0.226149373600045,-0.000867052023121373,0.000867052023121373,0.25523381977017606,0.25176561167769046,-0.00041441596411245785,0.003053792128373145,0.7683434960123465,0.0174764439892251,24.2152466367713,5.0
miqueliopuntia_miquelii,ok,spatial_cv_oof,129,9462,7,0.34445370128337294,0.9298098145335318,0.8051123904072545,,,0.9298098145335318,0.9486166007905138,,,,0.6934794073440969,0.689922480620155,0.8685747127942467,0.1185747127942467,0.9750146969307306,0.023799801556281253,-79.85600720382122,-419.70977319628446,78.0314878531957,9591,0.015360999970434943,0.00013151565539644918,0.052966322594098635,0.552601397143155,0.9489438783284916,,0.9330172587534964,,0.9769924250244553,,0.978260655842464,,0.9416146839499984,,,0.8338983050847457,,0.8148148148148148,,0.7767584097859327,,0.8063492063492064,,0.8413793103448276,0.5532014839918489,0.22584587283634505,0.9367381886789049,0.05986250035291374,0.8526320507866229,0.13388205078662285,0.922367003147222,0.07638854775074627,0.6784883873249583,0.07151161267504169,0.9832326760338428,0.015437728346618107,0.6680180265002161,0.05073197349978387,0.9938418749606511,0.004442095224968301,0.8502051333900553,0.13200579418300684,0.9829531644237248,0.015442151207865795,9.30232558139535,5.0
neltuma_chilensis,ok,spatial_cv_oof,184,9529,8,0.4205892052966197,0.11778118968640361,0.45693412668892835,,,0.11778118968640361,0.19730941704035873,,,,0.1633554526132097,0.8913043478260869,0.08447086268403159,0.0606562617187571,0.8110429229775566,0.16014073514358473,3.4765622370285847,-50.817367472618855,22.711829506846495,9713,0.030704951762761366,0.004681572940779051,0.035107587768969425,0.0,0.5805145163277319,,0.6756052462277624,,0.7483243371492971,,0.673887948459394,,0.7028584367172064,,,0.10680272108843537,,0.1952191235059761,,0.2822655524605385,,0.21114369501466276,,0.33737864077669905,-0.00024450089449375617,0.0064162953553672745,0.757958899741813,0.09440372450873237,0.02479048441616653,0.025223582673687323,0.7955292361882765,0.16735677014995645,0.011535927442714736,0.008664127391941416,0.8297014238972312,0.1305947492813492,0.08067494482532689,0.05857825874517287,0.8475636763570856,0.09337138312060023,0.4088593971938321,0.30773823568473474,0.774763617161902,0.19075787131146832,52.17391304347826,5.0
nolana_divaricata,ok,spatial_cv_oof,45,9550,6,0.43855138308418656,0.04433973240255962,0.7594550299043187,,,0.04433973240255962,0.08333333333333333,,,,0.37378473899526654,0.9777777777777777,0.26138947111599076,0.23813365716250234,0.9979202518877137,0.0008875688085189792,-65.03511830981121,-521.6598841614071,54.12193850964043,9595,0.01854366039203388,0.00023880735129997948,0.014278269932256383,0.010422094841063054,0.9499476439790575,,0.90500290866783,,0.9991623036649213,,0.9413612565445026,,0.9739034322280395,,,0.15845070422535212,,0.11224489795918367,,0.9183673469387755,,0.13846153846153847,,0.6984126984126984,0.2495231282784931,0.2495231282784931,0.9770112914887843,0.00605976239772027,0.28434003476422876,0.21518309351426435,0.7770795317955713,0.2072178245948083,0.24976156413924655,0.24976156413924655,0.999266107460538,1.858495720163944e-05,0.25,0.25,0.9755160859812022,0.024483914018797792,0.7253415397192221,0.225818411440729,0.8475500943811154,0.14464117687992323,97.77777777777777,5.0
nolana_sedifolia,ok,spatial_cv_oof,37,9472,7,0.32697429584446414,0.10800253378378377,0.6395038493059771,,,0.10800253378378377,0.19047619047619047,,,,0.3682714621051773,0.918918918918919,0.5413531870428422,0.4586468129571578,0.9304771856495995,0.06952281435040053,0.9306407873214408,-276.44205167935195,11.084235986959722,9509,0.003667454149550193,0.00021285275850942815,0.0028394152907771585,0.0,0.7675253378378379,,0.6879222972972974,,0.6652238175675675,,0.6768369932432432,,0.916279560810811,,,0.03566121842496285,,0.02442244224422442,,0.02280431432973806,,0.023604465709728868,,0.0853517877739331,0.013575409265064398,0.013575409265064398,0.7998997722719935,0.19058246123054456,0.5410397074190177,0.45896029258098225,0.7354667363288053,0.2645332636711947,0.5277777777777778,0.4722222222222222,0.7957070707070707,0.2042929292929293,0.5277777777777778,0.4722222222222222,0.824390456287008,0.17560954371299198,0.567246307818249,0.4321191744152535,0.9320881226053639,0.06791187739463606,27.027027027027028,5.0
oxalis_gigantea,ok,spatial_cv_oof,68,9532,7,0.31868535865658787,0.7053578040532202,0.6518425024817794,,,0.7053578040532202,0.7933884297520661,,,,0.7361719631021508,0.5882352941176471,0.706956471999004,0.016599047853184112,0.9833386583455419,0.007141931295572446,0.7539078170215692,-173.46645735414123,18.302083333333332,9600,0.0059322968509710056,1.2276142432573115e-05,0.024583333333333332,0.3229166666666667,0.9589432499814865,,0.896694724889536,,0.8656537730492952,,0.938257510305843,,0.947088445113673,,,0.5387755102040817,,0.2302158273381295,,0.8082191780821918,,0.4318936877076412,,0.3687150837988827,0.7368780395965502,0.12344369237380692,0.983138984479243,0.008767508401282376,0.5556699355843513,0.10855889587997503,0.9583990669401677,0.012221893441884846,0.4282890604023233,0.08404388537772145,0.9215832900368448,0.06352091179090663,0.630078875467412,0.009971631477292853,0.9769339645386548,0.0014755667719004162,0.7148685512892169,0.025795790057718482,0.984258491282314,0.007949248761467353,32.909070635247446,5.0
