slug,status,metrics_source,n_presencias,n_background,n_predictores,threshold_maxTSS,tss_at_maxTSS,threshold_p10,ens_auc_roc,ens_auc_pr,ens_tss,ens_f1,ens_brier_score,ens_calib_slope,ens_calib_intercept,ens_boyce_index,ens_or10,tss_ensemble_mean,tss_ensemble_std,auc_ensemble_mean,auc_ensemble_std,mess_mess_mean,mess_mess_min,mess_mess_pct_extrapolation,mess_n_mess_points,algo_sd_mean,algo_sd_median,binary_agreement_mean,binary_agreement_unanimous_pct,glm_tss,glm_auc_roc,gam_tss,gam_auc_roc,rf_tss,rf_auc_roc,gbm_tss,gbm_auc_roc,maxent_tss,maxent_auc_roc,glm_auc_pr,glm_f1,gam_auc_pr,gam_f1,rf_auc_pr,rf_f1,gbm_auc_pr,gbm_f1,maxent_auc_pr,maxent_f1,tss_glm_mean,tss_glm_std,auc_glm_mean,auc_glm_std,tss_gam_mean,tss_gam_std,auc_gam_mean,auc_gam_std,tss_rf_mean,tss_rf_std,auc_rf_mean,auc_rf_std,tss_gbm_mean,tss_gbm_std,auc_gbm_mean,auc_gbm_std,tss_maxent_mean,tss_maxent_std,auc_maxent_mean,auc_maxent_std,mess_mess_max,binary_agreement_max_possible
miqueliopuntia_miquelii,ok,spatial_cv_oof,129,9462,7,0.2711690940740083,0.98195966239499,0.8764925315635075,0.9911191071917207,0.964296279997652,0.98195966239499,0.9071428571428571,0.0032582611201508425,1.2830432109601988,-0.19671422549808742,0.7846379642909883,0.10852713178294573,0.5904382966093678,0.48279534426280657,0.8658809282415841,0.16618981223358067,-79.85600720382122,-419.70977319628446,78.0314878531957,9591,0.037294881042478537,0.0026326624649159265,0.17224481284537588,1.2928787404858721,0.9750900787974419,0.990140078879369,0.9821710341979915,0.9942962384011771,0.9607487477449577,0.9895342283044868,0.9606430618434572,0.9765803319356577,0.9836506368190019,0.9939799999672293,0.7678155262650312,0.736231884057971,0.9396394876035035,0.9136690647482014,0.9358815022828127,0.7530120481927711,0.934215373220378,0.7507507507507507,0.9397790309689353,0.9621212121212122,0.5014093786935636,0.47014349663038146,0.8789731437945789,0.12871399645752618,0.5929997107388293,0.4855694761158396,0.9083721091197976,0.11960387376684638,0.38448009922528126,0.4737542047771232,0.7947619786835005,0.2509242027396158,0.3738968618540409,0.45869363787781936,0.8723486019611917,0.18190031972373782,0.5933783055640798,0.48459123270819787,0.9097501308265917,0.1103336752140148,9.30232558139535,5.0
